	CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM	kg_ids_groundtruth
214	100000491	400	33422	156014	Peptide	Gamma-glutamyl Amino Acid	663.0	NAMED	XHHOHZPNYFQJKL-QWRGUYRKSA-N	O=C(O)[C@H](CC1=CC=CC=C1)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamylphenylalanine	gamma-glutamylphenylalanine				7432-24-8	99868	HMDB0000594		111299	Pos Early	['CHEBI:89582']
215	100000551	209	22116	124905	Amino Acid	Leucine, Isoleucine and Valine Metabolism	351.0	NAMED	BKAJNAXTPSGJCU-UHFFFAOYSA-N	CC(C)CC(C(O)=O)=O	4-methyl-2-oxopentanoate	4-methyl-2-oxopentanoate				816-66-0	69	HMDB0000695	C00233	70	Neg	['CHEBI:48430']
216	100000580	209	20675	123293	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1260.0	NAMED	MPCAJMNYNOGXPB-SLPGGIOYSA-N	O[C@@H]1[C@@H](CO)OC[C@H](O)[C@H]1O	1,5-anhydroglucitol (1,5-AG)	1,5-anhydroglucitol (1,5-AG)				154-58-5		HMDB0002712	C07326	64960	Neg	['CHEBI:16070']
217	100000626	402	34445	158668	Lipid	Sphingosines	3226.0	NAMED	DUYSYHSSBDVJSM-KRWOKUGFSA-N	OP([O-])(OC[C@@]([H])([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[NH3+])=O	sphingosine 1-phosphate	sphingosine 1-phosphate				26993-30-6	4446673	HMDB0000277	C06124	5283560	Pos Late	['CHEBI:37550']
218	100000630	209	19260	126848	Lipid	Lysophospholipid	2759.0	NAMED	JZWNYZVVZXZRRH-YFKVPUFHSA-N	CCCCCCCC\C=C/CCCCCCCC(OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)O)=O	1-oleoyl-GPS (18:1)	1-oleoyl-GPS (18:1)	LPS 18:1	LPS 18:1	LPS 18:1/0:0	326589-90-6	7826049	HMDB0061694		85036846	Neg	['PUBCHEM.COMPOUND:85036846', 'CHEBI:52649']
219	100000639	402	19265	180966	Lipid	Phosphatidylserine (PS)	2550.0	NAMED	AJFWREUFUPEYII-PAHWMLEVSA-N	CCCCCCCCCCCCCCCCCC(OC[C@]([H])(COP(O)(OC[C@]([NH3+])(C([O-])=O)[H])=O)OC(CCCCCCC/C=C\CCCCCCCC)=O)=O	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	PS 36:1	PS 18:0_18:1	Unknown		7826037	HMDB0010163		9547087	Pos Late	['CHEBI:79096']
220	100000665	209	44675	126139	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1609.0	NAMED	MBMBGCFOFBJSGT-KUBAVDMBSA-N	CC\C=C/C\C=C/C\C=C/C/C=C\C/C=C\C/C=C\CCC(O)=O	docosahexaenoate (DHA; 22:6n3)	docosahexaenoate (DHA; 22:6n3)				6217-54-5	393183	HMDB0002183	C06429	445580	Neg	['CHEBI:28125']
221	100000706	209	22132	124683	Amino Acid	Leucine, Isoleucine and Valine Metabolism	355.0	NAMED	LVRFTAZAXQPQHI-UHFFFAOYSA-N	OC(C(CC(C)C)O)=O	alpha-hydroxyisocaproate	alpha-hydroxyisocaproate				10303-64-7	75520	HMDB0000746,HMDB0000665,HMDB0000624	C03264	83697,92779,439960	Neg	['CHEBI:55534', 'CHEBI:59783', 'CHEBI:44510']
222	100000707	305	20676	147767	Lipid	Fatty Acid, Dicarboxylate	1717.0	NAMED	VZCYOOQTPOCHFL-UHFFFAOYSA-N	O=C(C=CC(O)=O)O	maleate	maleate				110-16-7	392248	HMDB0000176	C01384	444266	Polar	['CHEBI:22958', 'CHEBI:18300']
223	100000708	209	44656	126996	Amino Acid	Leucine, Isoleucine and Valine Metabolism	359.0	NAMED	GWYFCOCPABKNJV-UHFFFAOYSA-N	CC(C)CC(O)=O	isovalerate (i5:0)	isovalerate (C5)				503-74-2	10001	HMDB0000718	C08262	10430	Neg	['CHEBI:28484']
224	100000711	209	44620	126992	Xenobiotics	Benzoate Metabolism	4734.0	NAMED	HOFGLAYWQRGTKC-UHFFFAOYSA-N	O=S(OC1=CC=C(C(C)=O)C=C1)(O)=O	4-acetylphenol sulfate	4-acetylphenyl sulfate					3872009			4684006	Neg	['CHEBI:133226']
225	100000715	400	48114	157704	Amino Acid	Guanidino and Acetamido Metabolism	573.0	NAMED	CHJJGSNFBQVOTG-UHFFFAOYSA-N	N=C(N)NC	1-methylguanidine	1-methylguanidine				22661-87-6	28576	HMDB0001522	C02294	10111	Pos Early	['CHEBI:16628', 'CHEBI:189433']
226	100000743	209	22036	126061	Lipid	Fatty Acid, Monohydroxy	2006.0	NAMED	JKRDADVRIYVCCY-UHFFFAOYSA-N	O=C(C(CCCCCC)O)O	2-hydroxyoctanoate	2-hydroxyoctanoate				617-73-2	84994	HMDB0000711,HMDB0002264		94180,6995013,5312860	Neg	['CHEBI:86543', 'PUBCHEM.COMPOUND:6995013', 'CHEBI:173697']
227	100000765	209	22177	128187	Xenobiotics	Food Component/Plant	4965.0	NAMED	JOOXCMJARBKPKM-UHFFFAOYSA-N	CC(CCC(O)=O)=O	levulinate (4-oxovalerate)	levulinate (4-oxovalerate)				123-76-2	11091	HMDB0000720		11579	Neg	['CHEBI:45630']
228	100000773	209	22001	126860	Lipid	Fatty Acid, Monohydroxy	2026.0	NAMED	NDPLAKGOSZHTPH-UHFFFAOYSA-N	OC(CC(O)=O)CCCCC	3-hydroxyoctanoate	3-hydroxyoctanoate				88930-08-9	24791	HMDB0001954	C20793	26613	Neg	['CHEBI:37098', 'CHEBI:133511']
229	100000774	209	22130	124681	Amino Acid	Phenylalanine Metabolism	158.0	NAMED	VOXXWSYKYCBWHO-UHFFFAOYSA-N	OC(C(O)=O)CC1=CC=CC=C1	phenyllactate (PLA)	phenyllactate (PLA)				828-01-3	3715	HMDB0000779,HMDB0000563	C05607	3848	Neg	['CHEBI:32978', 'CHEBI:43065', 'CHEBI:25998']
230	100000776	402	44681	159624	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1910.0	NAMED	XOMRRQXKHMYMOC-UHFFFAOYSA-N	[O-]C(CC(OC(CCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O	palmitoylcarnitine (C16)	palmitoylcarnitine (C16)				6865-14-1	448	HMDB0000222	C02990	461	Pos Late	['CHEBI:73067', 'CHEBI:17490']
231	100000781	400	32328	155906	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	1890.0	NAMED	VVPRQWTYSNDTEA-UHFFFAOYSA-N	O=C(CCCCC)OC(CC([O-])=O)C[N+](C)(C)C	hexanoylcarnitine (C6)	hexanoylcarnitine (C6)				6920-35-0	4932273	HMDB0000756		6426853	Pos Early	['CHEBI:70749', 'PUBCHEM.COMPOUND:3082078', 'CHEBI:84834']
232	100000784	400	22206	155811	Xenobiotics	Food Component/Plant	5293.0	NAMED	DATAGRPVKZEWHA-YFKPBYRVSA-N	N[C@@H](CCC(NCC)=O)C(O)=O	theanine	theanine				3081-61-6	388498	HMDB0034365	C01047	439378	Pos Early	['CHEBI:17394']
233	100000787	305	22185	147184	Amino Acid	Alanine and Aspartate Metabolism	37.0	NAMED	OTCCIMWXFLJLIA-BYPYZUCNSA-N	OC([C@@H](NC(C)=O)CC(O)=O)=O	N-acetylaspartate (NAA)	N-acetylaspartate (NAA)				997-55-7,997-55-7	58576	HMDB0000812	C01042	65065	Polar	['CHEBI:21547']
234	100000792	209	32425	124935	Lipid	Androgenic Steroids	3406.0	NAMED	CZWCKYRVOZZJNM-DYIPZHMLSA-N	[H][C@@]1(CC[C@]2(C)[C@]3(CCC2=O)[H])[C@@]4(C)C(C[C@H](OS(=O)(O)=O)CC4)=CC[C@]13[H]	dehydroepiandrosterone sulfate (DHEA-S)	dehydroepiandrosterone sulfate (DHEA-S)				651-48-9	12074	HMDB0001032	C04555	12594	Neg	['CHEBI:83037']
235	100000802	400	32198	155890	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Short Chain)	1886.0	NAMED	RDHQFKQIGNGIED-MRVPVSSYSA-N	C[N+](C)(C)C[C@H](OC(C)=O)CC([O-])=O	acetylcarnitine (C2)	acetylcarnitine (C2)				5080-50-2	5406074	HMDB0000201	C02571	7045767	Pos Early	['CHEBI:57589', 'CHEBI:73024']
236	100000808	305	22176	165753	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	470.0	NAMED	NOKPBJYHPHHWAN-REOHCLBHSA-N	N[C@H](C(O)=O)CSS(O)(=O)=O	cysteine s-sulfate	cysteine s-sulfate				1637-71-4	102939	HMDB0000731	C05824	115015	Polar	['CHEBI:27891']
237	100000840	209	20693	143841	Xenobiotics	Food Component/Plant	5425.0	NAMED	ROBFUDYVXSDBQM-UHFFFAOYSA-N	O=C(C(O)C(O)=O)O	tartronate (hydroxymalonate)	tartronate (hydroxymalonate)				80-69-3	44	HMDB0035227	C02287	45	Neg	['CHEBI:16513']
238	100000841	209	20694	143843	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4572.0	NAMED	MUBZPKHOEPUJKR-UHFFFAOYSA-N	O=C(O)C(O)=O	oxalate (ethanedioate)	oxalate (ethanedioate)				144-62-7	946	HMDB0002329	C00209	971	Neg	['CHEBI:16995']
239	100000846	305	20699	146508	Xenobiotics	Food Component/Plant	5113.0	NAMED	UNXHWFMMPAWVPI-UHFFFAOYSA-N	OCC(O)C(CO)O	erythritol	erythritol				149-32-6	13835932	HMDB0002994	C00503	222285	Polar	['CHEBI:17113']
240	100000863	305	21134	147544	Lipid	Fatty Acid, Dicarboxylate	1711.0	NAMED	WNLRTRBMVRJNCN-UHFFFAOYSA-N	OC(CCCCC(O)=O)=O	adipate (C6-DC)	adipate				124-04-9	191	HMDB0000448	C06104	196	Polar	['CHEBI:30832']
241	100000870	209	21151	124899	Xenobiotics	Food Component/Plant	5260.0	NAMED	CVHZOJJKTDOEJC-UHFFFAOYSA-N	O=S(C1=CC=CC=C1C2=O)(N2)=O	saccharin	saccharin				81-07-2	4959	HMDB0029723	C12283	5143	Neg	['CHEBI:32111']
242	100000882	209	21158	152464	Lipid	Fatty Acid, Monohydroxy	2032.0	NAMED	ATRNZOYKSNPPBF-UHFFFAOYSA-N	CCCCCCCCCCCC(O)CC(O)=O	3-hydroxymyristate	3-hydroxymyristate				3422-31-9	15252	HMDB0061656		16064	Neg	['CHEBI:85148']
243	100000900	400	21025	155725	Xenobiotics	Chemical	6395.0	NAMED	NBZBKCUXIYYUSX-UHFFFAOYSA-N	O=C(O)CNCC(O)=O	iminodiacetate (IDA)	iminodiacetate (IDA)				142-73-4	8557	HMDB0011753	C19911	8897	Pos Early	['CHEBI:24786']
244	100000936	209	44526	124713	Amino Acid	Leucine, Isoleucine and Valine Metabolism	431.0	NAMED	QHKABHOOEWYVLI-UHFFFAOYSA-N	OC(C(C(C)C)=O)=O	3-methyl-2-oxobutyrate	3-methyl-2-oxobutyrate				3715-29-5	48	HMDB0000019	C00141	49	Neg	['CHEBI:16530', 'CHEBI:189431']
245	100000961	400	22137	155792	Amino Acid	Urea cycle; Arginine and Proline Metabolism	503.0	NAMED	QUOGESRFPZDMMT-YFKPBYRVSA-N	N[C@H](C(O)=O)CCCCNC(N)=N	homoarginine	homoarginine				156-86-5	8732	HMDB0000670	C01924	9085	Pos Early	['CHEBI:27747']
246	100000963	305	22138	147550	Amino Acid	Urea cycle; Arginine and Proline Metabolism	504.0	NAMED	XIGSAGMEBXLVJJ-YFKPBYRVSA-N	N[C@H](C(O)=O)CCCCNC(N)=O	homocitrulline	homocitrulline				1190-49-4	58582	HMDB0000679	C02427	65072	Polar	['CHEBI:17443']
247	100000966	209	22194	128189	Peptide	Modified Peptides	1245.0	NAMED	ILAITOFTZJRIFJ-WDSKDSINSA-N	O=C1N[C@H](C(N[C@@H](CCC(N)=O)C(O)=O)=O)CC1	pyroglutamylglutamine	pyroglutamylglutamine				109481-23-4	21403081	HMDB0039229		14889607	Neg	['CHEBI:88956']
248	100000967	402	22154	158341	Peptide	Polypeptide	1090.0	NAMED	QXZGBUJJYSLZLT-FDISYFBBSA-N	O=C(N[C@H](C(N[C@H](C(N1[C@H](C(N[C@H](C(N[C@@H](CCCNC(N)=N)C(O)=O)=O)CC2=CC=CC=C2)=O)CCC1)=O)CO)=O)CC3=CC=CC=C3)CNC([C@H]4N(C([C@H]5N(C([C@H](CCCNC(N)=N)N)=O)CCC5)=O)CCC4)=O	bradykinin	bradykinin				58-82-2	388341	HMDB0004246	C00306	439201	Pos Late	['CHEBI:3165']
249	100000997	209	22053	123301	Lipid	Fatty Acid, Monohydroxy	2028.0	NAMED	FYSSBMZUBSBFJL-UHFFFAOYSA-N	OC(CC(O)=O)CCCCCCC	3-hydroxydecanoate	3-hydroxydecanoate				5561-87-5	24790	HMDB0002203		26612	Neg	['CHEBI:132983']
250	100001002	209	22163	124685	Xenobiotics	Chemical	6386.0	NAMED	KCXVZYZYPLLWCC-UHFFFAOYSA-N	O=C(CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)O	EDTA	EDTA				60-00-4	5826	HMDB0015109	C00284	6049	Neg	['CHEBI:4735']
251	100001006	400	27710	155837	Amino Acid	Glycine, Serine and Threonine Metabolism	2.0	NAMED	OKJIRPAQVSHGFK-UHFFFAOYSA-N	O=C(O)C(NC(C)=O)[H]	N-acetylglycine	N-acetylglycine				543-24-8	10507	HMDB0000532		10972	Pos Early	['CHEBI:40410']
252	100001007	305	27731	147186	Carbohydrate	Pentose Metabolism	1303.0	NAMED	QXKAIJAYHKCRRA-BXXZVTAOSA-N	OC([C@H](O)[C@H](O)[C@H](O)CO)=O	ribonate	ribonate				5336-08-3	4574162	HMDB0000867	C01685	5460677	Polar	['CHEBI:21077', 'CHEBI:74168']
253	100001022	305	27738	146524	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4569.0	NAMED	JPIJQSOTBSSVTP-UHFFFAOYSA-N	O=C(O)C(O)([H])C([H])(O)CO	threonate	threonate				70753-61-6	133224	HMDB0062620,HMDB0000943	C01620	151152,5460407	Polar	['CHEBI:49059']
254	100001026	305	27719	152158	Carbohydrate	Fructose, Mannose and Galactose Metabolism	1413.0	NAMED	RGHNJXZEOKUKBD-MGCNEYSASA-N	O[C@H]([C@H]([C@H]([C@@H](CO)O)O)O)C(O)=O	galactonate	galactonate				299-28-5	114198	HMDB0000565	C00880,C15930	12310779,128869	Polar	['CHEBI:16534', 'CHEBI:3309', 'CHEBI:37425']
255	100001034	209	27513	126866	Amino Acid	Tryptophan Metabolism	307.0	NAMED	SEOVTRFCIGRIMH-UHFFFAOYSA-N	OC(CC1=CNC2=C1C=CC=C2)=O	indoleacetate	indoleacetate				87-51-4,6505-45-9	780	HMDB0000197	C00954	802	Neg	['CHEBI:230840', 'CHEBI:16411']
256	100001051	400	30460	155848	Amino Acid	Histidine Metabolism	74.0	NAMED	BRMWTNUJHUMWMS-LURJTMIESA-N	N[C@H](C(O)=O)CC1=CN(C)C=N1	1-methylhistidine	1-methylhistidine				332-80-9	83153	HMDB0000001	C01152	92105	Pos Early	['UNII:583O01BJ32']
257	100001054	400	32412	155935	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1814.0	NAMED	QWYFHHGCZUCMBN-SECBINFHSA-N	CCCC(O[C@H](CC([O-])=O)C[N+](C)(C)C)=O	butyrylcarnitine (C4)	butyrylcarnitine (C4)				25576-40-3	184820	HMDB0002013	C02862	439829	Pos Early	['CHEBI:21949']
258	100001055	400	33441	156017	Amino Acid	Leucine, Isoleucine and Valine Metabolism	434.0	NAMED	LRCNOZRCYBNMEP-VIFPVBQESA-N	CC(C)C(O[C@@H](CC([O-])=O)C[N+](C)(C)C)=O	isobutyrylcarnitine (C4)	isobutyrylcarnitine (C4)				25518-49-4		HMDB0000736		168379	Pos Early	['CHEBI:73017']
259	100001064	209	31912	151471	Lipid	Secondary Bile Acid Metabolism	3570.0	NAMED	XBSQTYHEGZTYJE-PGVYWSLXSA-N	O[C@@H](C[C@]1(CC[C@]([C@@]([H])2CC3)([H])[C@](CC[C@@]2(C)[C@]3([H])[C@@H](CCC(NCC(O)=O)=O)C)4[H])[H])CC[C@@]14C	glycolithocholate	glycolithocholate				474-74-8	103116	HMDB0000698	C15557	115245	Neg	['CHEBI:37998']
260	100001073	209	31591	126075	Lipid	Androgenic Steroids	3419.0	NAMED	ZMITXKRGXGRMKS-HLUDHZFRSA-N	C[C@]1([C@](CC2)([H])[C@]3([H])CC[C@@]4([H])C[C@H](OS(=O)(O)=O)CC[C@]4(C)[C@@]3([H])CC1)C2=O	androsterone sulfate	androsterone sulfate				2479-86-9	19988780	HMDB0002759		159663	Neg	['CHEBI:83037']
261	100001081	400	31675	155868	Amino Acid	Glutamate Metabolism	62.0	NAMED	HNJBEVLQSNELDL-UHFFFAOYSA-N	O=C1CCCN1	2-pyrrolidinone	2-pyrrolidinone				616-45-5	11530	HMDB0002039		12025	Pos Early	['CHEBI:36592']
262	100001083	209	32405	125818	Amino Acid	Tryptophan Metabolism	313.0	NAMED	GOLXRNDWAUTYKT-UHFFFAOYSA-N	OC(CCC1=CNC2=C1C=CC=C2)=O	indolepropionate	indolepropionate				830-96-6	3613	HMDB0002302		3744	Neg	['CHEBI:43580']
263	100001086	209	31536	125774	Xenobiotics	Food Component/Plant	5186.0	NAMED	KSPQDMRTZZYQLM-UHFFFAOYSA-N	O=C(NCC(O)=O)C1=CC=CO1	N-(2-furoyl)glycine	N-(2-furoyl)glycine				5657-19-2,5657-19-2	20549	HMDB0000439		21863	Neg	['CHEBI:82912']
264	100001092	400	32401	155930	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	4537.0	NAMED	WWNNZCOKKKDOPX-UHFFFAOYSA-N	C[N+]1=CC(C([O-])=O)=CC=C1	trigonelline (N'-methylnicotinate)	trigonelline (N'-methylnicotinate)				535-83-1	5369	HMDB0000875	C01004	5570	Pos Early	['CHEBI:18123']
265	100001102	209	32388	125800	Lipid	Fatty Acid, Dicarboxylate	1732.0	NAMED	TVIDDXQYHWJXFK-UHFFFAOYSA-N	OC(CCCCCCCCCCC(O)=O)=O	dodecanedioate (C12-DC)	dodecanedioate (C12)				693-23-2	12213	HMDB0000623	C02678	12736	Neg	['CHEBI:4676']
266	100001104	209	32390	125802	Amino Acid	Tyrosine Metabolism	170.0	NAMED	CAHKINHBCWCHCF-JTQLQIEISA-N	OC1=CC=C(C[C@@H](C(O)=O)NC(C)=O)C=C1	N-acetyltyrosine	N-acetyltyrosine				537-55-3	61606	HMDB0000866		68310	Neg	['CHEBI:21563']
267	100001106	209	32391	125804	Xenobiotics	Xanthine Metabolism	4813.0	NAMED	OTSBKHHWSQYEHK-UHFFFAOYSA-N	CN1C(N(C(N2)=C(C1=O)NC2=O)C)=O	1,3-dimethylurate	1,3-dimethylurate				944-73-0	63527	HMDB0001857		70346	Neg	['CHEBI:68447']
268	100001108	209	32445	125834	Xenobiotics	Xanthine Metabolism	4818.0	NAMED	GMSNIKWWOQHZGF-UHFFFAOYSA-N	O=C1N(C)C2=C(N=CN2)C(N1)=O	3-methylxanthine	3-methylxanthine				1076-22-8	63805	HMDB0001886	C16357	70639	Neg	['UNII:WS6X982OEC']
269	100001112	209	32457	151499	Lipid	Fatty Acid, Monohydroxy	2031.0	NAMED	MUCMKTPAZLSKTL-UHFFFAOYSA-N	OC(CC(CCCCCCCCC)O)=O	3-hydroxylaurate	3-hydroxylaurate				53941-38-1	85026	HMDB0000387		94216	Neg	['CHEBI:36206']
270	100001121	209	31555	124697	Cofactors and Vitamins	Vitamin B6 Metabolism	4667.0	NAMED	HXACOUQIXZGNBF-UHFFFAOYSA-N	OC1=C(C(O)=O)C(CO)=CN=C1C	pyridoxate	pyridoxate				82-82-6	6467	HMDB0000017	C00847	6723	Neg	['CHEBI:17405']
271	100001126	400	43829	157051	Peptide	Gamma-glutamyl Amino Acid	667.0	NAMED	AQAKHZVPOOGUCK-XPUUQOCRSA-N	O=C(N[C@H]([C@@](O)=O)C(C)C)CC[C@@H]([C@](O)=O)N	gamma-glutamylvaline	gamma-glutamylvaline				2746-34-1		HMDB0011172		7015683	Pos Early	['CHEBI:68848']
272	100001127	209	31522	125770	Peptide	Modified Peptides	1246.0	NAMED	HLPLTUJPJMFPMP-BYPYZUCNSA-N	O=C(NCC(O)=O)[C@@H]1CCC(N1)=O	pyroglutamylglycine	pyroglutamylglycine				29227-88-1	134831			152981	Neg	['CHEBI:83067']
273	100001132	209	32394	125806	Peptide	Modified Peptides	1258.0	NAMED	DTSWLLBBGHRXQH-XPUUQOCRSA-N	O=C1CC[C@@H](C(N[C@@H](C(C)C)C(O)=O)=O)N1	pyroglutamylvaline	pyroglutamylvaline				21282-10-0	134331			152416	Neg	['CHEBI:132991']
274	100001150	305	31932	147789	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1818.0	NAMED	WOMAZEJKVZLLFE-UHFFFAOYSA-N	O=C(CC)NCC(O)=O	propionylglycine	propionylglycine (C3)				21709-90-0	89122	HMDB0000783		98681	Polar	['CHEBI:89836']
275	100001162	400	32452	155955	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1817.0	NAMED	UFAHZIUFPNSHSL-UHFFFAOYSA-N	[O-]C(CC(OC(CC)=O)C[N+](C)(C)C)=O	propionylcarnitine (C3)	propionylcarnitine (C3)				17298-37-2	96904	HMDB0000824	C03017	107738	Pos Early	['CHEBI:53210']
276	100001167	400	35127	156146	Amino Acid	Urea cycle; Arginine and Proline Metabolism	525.0	NAMED	ONPXCLZMBSJLSP-ALKRTJFJSA-N	OC([C@H]1N(C([C@H]2NCCC2)=O)CC(O)C1)=O	pro-hydroxy-pro	prolylhydroxyproline				18684-24-7	9847785	HMDB0006695		11902893	Pos Early	['CHEBI:74767']
277	100001170	209	32397	125810	Amino Acid	Leucine, Isoleucine and Valine Metabolism	413.0	NAMED	ZMZQVAUJTDKQGE-UHFFFAOYSA-N	O=C(O)C(CC)CO	3-hydroxy-2-ethylpropionate	3-hydroxy-2-ethylpropionate				4374-62-3	164207	HMDB0000396		188979	Neg	['CHEBI:82956']
278	100001178	209	31787	142911	Lipid	Fatty Acid, Dicarboxylate	1751.0	NAMED	WMCQWXZMVIETAO-UHFFFAOYSA-N	CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)				86879-39-2	110498	HMDB0061112		123979	Neg	['CHEBI:41254']
279	100001181	209	32504	125862	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1608.0	NAMED	YUFFSWGQGVEMMI-JLNKQSITSA-N	O=C(O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	docosapentaenoate (n3 DPA; 22:5n3)	docosapentaenoate (DPA; 22:5n3)				2234-74-4		HMDB0006528,HMDB0001976	C16513	6441454	Neg	['CHEBI:65136', 'CHEBI:53488']
280	100001182	209	32415	125824	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1623.0	NAMED	HVGRZDASOHMCSK-AVQMFFATSA-N	CCCCC/C=C/C/C=C/CCCCCCCCCCCC(O)=O	docosadienoate (22:2n6)	docosadienoate (22:2n6)				7370-49-2	4445934	HMDB0061714	C16533	5282807	Neg	['CHEBI:145970', 'CHEBI:75117']
281	100001193	209	32980	125866	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1621.0	NAMED	TWSWSIQAPQLDBP-CGRWFSSPSA-N	O=C(CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)O	adrenate (22:4n6)	adrenate (22:4n6)				2091-25-0	4445971	HMDB0002226	C16527	5282844,5497181	Neg	['LM:FA04000050', 'CHEBI:53487', 'MESH:C011395']
282	100001197	209	32497	125854	Lipid	Medium Chain Fatty Acid	1546.0	NAMED	FRPZMMHWLSIFAZ-UHFFFAOYSA-N	O=C(CCCCCCCCC=C)O[H]	10-undecenoate (11:1n1)	10-undecenoate (11:1n1)				1333-28-4	10771160	HMDB0033724	C13910	14891	Neg	['CHEBI:83041', 'CHEBI:32313']
283	100001198	209	32418	125828	Lipid	Long Chain Monounsaturated Fatty Acid	1572.0	NAMED	YWWVWXASSLXJHU-WAYWQWQTSA-N	O=C(CCCCCCC/C=C\CCCC)O	myristoleate (14:1n5)	myristoleate (14:1n5)				544-64-9	4444564	HMDB0002000	C08322	5281119	Neg	['CHEBI:27781']
284	100001207	400	32349	155910	Amino Acid	Histidine Metabolism	100.0	NAMED	PRJKNHOMHKJCEJ-UHFFFAOYSA-N	O=C(O)CC1=CNC=N1	4-imidazoleacetate	4-imidazoleacetate				645-65-8	86856	HMDB0002024	C02835	96215	Pos Early	['CHEBI:16974']
285	100001208	400	32350	155911	Amino Acid	Histidine Metabolism	94.0	NAMED	ZHCKPJGJQOPTLB-UHFFFAOYSA-N	O=C(O)CC1=CN(C)C=N1	1-methyl-4-imidazoleacetate	1-methyl-4-imidazoleacetate				2625-49-2	68319	HMDB0002820	C05828	75810	Pos Early	['CHEBI:1606']
286	100001211	209	32398	125812	Lipid	Fatty Acid, Dicarboxylate	1727.0	NAMED	CXMXRPHRNRROMY-UHFFFAOYSA-N	OC(CCCCCCCCC(O)=O)=O	sebacate (C10-DC)	sebacate (C10-DC)				111-20-6	5004	HMDB0000792	C08277	5192	Neg	['CHEBI:41865']
287	100001212	305	32446	152164	Amino Acid	Guanidino and Acetamido Metabolism	575.0	NAMED	VVHOUVWJCQOYGG-UHFFFAOYSA-N	N=C(N)NC(C(O)=O)CC(O)=O	guanidinosuccinate	guanidinosuccinate				6133-30-8	88329	HMDB0003157	C03139	439918	Polar	['CHEBI:90143', 'CHEBI:17072']
288	100001216	402	33418	164181	Cofactors and Vitamins	Tocopherol Metabolism	4580.0	NAMED	GZIFEOYASATJEH-VHFRWLAGSA-N	OC1=CC(C)=C2O[C@@](CCC[C@H](C)CCC[C@H](C)CCCC(C)C)(C)CCC2=C1	delta-tocopherol	delta-tocopherol				119-13-1	83144	HMDB0002902	C14151	92094	Pos Late	['CHEBI:47772']
289	100001229	209	33969	126890	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1603.0	NAMED	JIWBIWFOSCKQMA-LTKCOYKYSA-N	CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O	stearidonate (18:4n3)	stearidonate (18:4n3)				111174-40-4	4471933	HMDB0006547	C16300	5312508	Neg	['CHEBI:32389']
290	100001232	209	33968	126127	Lipid	Medium Chain Fatty Acid	1550.0	NAMED	IJBFSOLHRKELLR-FPLPWBNLSA-N	CCCCCC\C=C/CCCC(O)=O	5-dodecenoate (12:1n7)	5-dodecenoate (12:1n7)				2430-94-6	4471803	HMDB0000529		5312378	Neg	['CHEBI:86595']
291	100001247	402	33936	158581	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	1898.0	NAMED	CXTATJFJDMJMIY-UHFFFAOYSA-N	[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCC)=O)=O	octanoylcarnitine (C8)	octanoylcarnitine (C8)				3671-77-0	110274	HMDB0000791	C02838	123701,11953814	Pos Late	['CHEBI:73039', 'CHEBI:18102']
